,2024-12-31 00:00:00,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,Ticker,2024-06-30 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2024-05-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Pretax Income,421827000000.0,421966000000.0,424720000000.0,424899000000.0,,1398.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,942000000.0,1206000000.0,2187000000.0,1335000000.0,,1398.HK,,,,,,,,,,,,,,
Special Income Charges,-924000000.0,-2008000000.0,-182677000000.0,-202623000000.0,,1398.HK,,,,,,,,,,,,,,
Write Off,924000000.0,2008000000.0,182677000000.0,202623000000.0,,1398.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,48631000000.0,43565000000.0,25525000000.0,45603000000.0,,1398.HK,,,,,,,,,,,,,,
Operating Expense,274255000000.0,271494000000.0,270524000000.0,316575000000.0,,1398.HK,,,,,,,,,,,,,,
Other Operating Expenses,43795000000.0,44228000000.0,40909000000.0,90630000000.0,,1398.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,20406000000.0,20424000000.0,19697000000.0,17721000000.0,,1398.HK,,,,,,,,,,,,,,
Amortization,5934000000.0,5256000000.0,4624000000.0,3991000000.0,,1398.HK,,,,,,,,,,,,,,
Depreciation Income Statement,14472000000.0,15168000000.0,15073000000.0,13730000000.0,,1398.HK,,,,,,,,,,,,,,
Selling General And Administration,116182000000.0,94859000000.0,98335000000.0,99661000000.0,,1398.HK,,,,,,,,,,,,,,
General And Administrative Expense,116182000000.0,94859000000.0,98335000000.0,99661000000.0,,1398.HK,,,,,,,,,,,,,,
Total Revenue,817284000000.0,838048000000.0,871338000000.0,939893000000.0,,1398.HK,,,,,,,,,,,,,,
Operating Revenue,817284000000.0,838048000000.0,871338000000.0,939893000000.0,,1398.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-999845086.366169,-68966524.305469,-55776920.644957,-1851163863.017624,,2318.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.139371,0.09027,0.052819,0.127368,,2318.HK,,,,,,,,,,,,,,
Total Unusual Items,-7174000000.0,-764000000.0,-1056000000.0,-14534000000.0,,2318.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-7174000000.0,-764000000.0,-1056000000.0,-14534000000.0,,2318.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,126607000000.0,85665000000.0,111008000000.0,101618000000.0,,2318.HK,,,,,,,,,,,,,,
Reconciled Depreciation,17957000000.0,19230000000.0,18352000000.0,16513000000.0,,2318.HK,,,,,,,,,,,,,,
EBIT,189900000000.0,144463000000.0,165033000000.0,167662000000.0,,2318.HK,,,,,,,,,,,,,,
Net Interest Income,104222000000.0,94157000000.0,93235000000.0,97392000000.0,,2318.HK,,,,,,,,,,,,,,
Interest Expense,19405000000.0,24346000000.0,22698000000.0,28082000000.0,,2318.HK,,,,,,,,,,,,,,
Interest Income,-77789000000.0,-4470000000.0,31727000000.0,121368000000.0,,2318.HK,,,,,,,,,,,,,,
Normalized Income,132781154913.63383,86360033475.69453,112008223079.35504,114300836136.98238,,2318.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,126607000000.0,85665000000.0,111008000000.0,101618000000.0,,2318.HK,,,,,,,,,,,,,,
Total Expenses,574418000000.0,558528000000.0,522170000000.0,917970000000.0,,2318.HK,,,,,,,,,,,,,,
Diluted Average Shares,,18072784810.0,17704625199.0,17765384615.0,17798383085.0,2318.HK,,,,,,,,,,,,,,
Basic Average Shares,,17699380165.0,17454088050.0,17611438475.0,17666543210.0,2318.HK,,,,,,,,,,,,,,
Diluted EPS,,4.74,6.27,5.72,8.04,2318.HK,,,,,,,,,,,,,,
Basic EPS,,4.84,6.36,5.77,8.1,2318.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,126607000000.0,85665000000.0,111008000000.0,101618000000.0,,2318.HK,,,,,,,,,,,,,,
Net Income,126607000000.0,85665000000.0,111008000000.0,101618000000.0,,2318.HK,,,,,,,,,,,,,,
Minority Interests,-20126000000.0,-23609000000.0,-23809000000.0,-20184000000.0,,2318.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,146733000000.0,109274000000.0,134817000000.0,121802000000.0,,2318.HK,,,,,,,,,,,,,,
Net Income Extraordinary,,,,,0.0,2318.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,146733000000.0,109274000000.0,134817000000.0,121802000000.0,,2318.HK,,,,,,,,,,,,,,
Tax Provision,23762000000.0,10843000000.0,7518000000.0,17778000000.0,,2318.HK,,,,,,,,,,,,,,
Pretax Income,170495000000.0,120117000000.0,142335000000.0,139580000000.0,,2318.HK,,,,,,,,,,,,,,
Other Income Expense,72134000000.0,74451000000.0,69304000000.0,71306000000.0,,2318.HK,,,,,,,,,,,,,,
Special Income Charges,-7174000000.0,-764000000.0,-1056000000.0,-14534000000.0,,2318.HK,,,,,,,,,,,,,,
Other Special Charges,-3000000.0,-563000000.0,-311000000.0,-14000000.0,,2318.HK,,,,,,,,,,,,,,
Write Off,7177000000.0,1327000000.0,1367000000.0,14548000000.0,,2318.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,104222000000.0,94157000000.0,93235000000.0,97392000000.0,,2318.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,19405000000.0,24346000000.0,22698000000.0,28082000000.0,,2318.HK,,,,,,,,,,,,,,
Interest Income Non Operating,123627000000.0,118503000000.0,115933000000.0,125474000000.0,,2318.HK,,,,,,,,,,,,,,
Other Operating Expenses,126614000000.0,120231000000.0,23273000000.0,163139000000.0,,2318.HK,,,,,,,,,,,,,,
Selling General And Administration,-969000000.0,-556000000.0,88902000000.0,93738000000.0,,2318.HK,,,,,,,,,,,,,,
General And Administrative Expense,-969000000.0,-556000000.0,88902000000.0,93738000000.0,,2318.HK,,,,,,,,,,,,,,
Total Revenue,744913000000.0,678645000000.0,664505000000.0,1057550000000.0,,2318.HK,,,,,,,,,,,,,,
Operating Revenue,744913000000.0,678645000000.0,664505000000.0,1057550000000.0,,2318.HK,,,,,,,,,,,,,,
Net Policyholder Benefits And Claims,452703000000.0,443909000000.0,426535000000.0,299653000000.0,,2318.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-314753000.0,-220520000.0,-264204000.0,-54282000.0,,2388.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.163,0.148,0.179,0.166,,2388.HK,,,,,,,,,,,,,,
Total Unusual Items,-1931000000.0,-1490000000.0,-1476000000.0,-327000000.0,,2388.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-1931000000.0,-1490000000.0,-1476000000.0,-327000000.0,,2388.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,38233000000.0,34115000000.0,27330000000.0,24348000000.0,,2388.HK,,,,,,,,,,,,,,
Reconciled Depreciation,2867000000.0,2919000000.0,3001000000.0,3039000000.0,,2388.HK,,,,,,,,,,,,,,
Net Interest Income,52334000000.0,51078000000.0,38750000000.0,31941000000.0,,2388.HK,,,,,,,,,,,,,,
Interest Expense,87105000000.0,77411000000.0,25020000000.0,8357000000.0,,2388.HK,,,,,,,,,,,,,,
Interest Income,139439000000.0,128489000000.0,63770000000.0,40298000000.0,,2388.HK,,,,,,,,,,,,,,
Normalized Income,39849247000.0,35384480000.0,28541796000.0,24620718000.0,,2388.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,38233000000.0,34115000000.0,27330000000.0,24348000000.0,,2388.HK,,,,,,,,,,,,,,
Diluted Average Shares,10572780266.0,10572780266.0,10572780266.0,10572780266.0,,2388.HK,,,,,,,,,,,,,,
Basic Average Shares,10572780266.0,10572780266.0,10572780266.0,10572780266.0,,2388.HK,,,,,,,,,,,,,,
Diluted EPS,3.6162,3.095,2.4535,2.1726,,2388.HK,,,,,,,,,,,,,,
Basic EPS,3.6162,3.095,2.4535,2.1726,,2388.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,38233000000.0,32723000000.0,25940000000.0,22970000000.0,,2388.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,38233000000.0,32723000000.0,25940000000.0,22970000000.0,,2388.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,1392000000.0,1390000000.0,1378000000.0,1376000000.0,2388.HK,,,,,,,,,,,,,,
Net Income,38233000000.0,34115000000.0,27330000000.0,24348000000.0,,2388.HK,,,,,,,,,,,,,,
Minority Interests,-885000000.0,-742000000.0,100000000.0,-651000000.0,,2388.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,39118000000.0,34857000000.0,27230000000.0,24999000000.0,,2388.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,39118000000.0,34857000000.0,27230000000.0,24999000000.0,,2388.HK,,,,,,,,,,,,,,
Tax Provision,7636000000.0,6057000000.0,5932000000.0,4969000000.0,,2388.HK,,,,,,,,,,,,,,
Pretax Income,46754000000.0,40914000000.0,33162000000.0,29968000000.0,,2388.HK,,,,,,,,,,,,,,
Special Income Charges,-368000000.0,-149000000.0,-122000000.0,-41000000.0,,2388.HK,,,,,,,,,,,,,,
Other Special Charges,332000000.0,135000000.0,108000000.0,20000000.0,,2388.HK,,,,,,,,,,,,,,
Write Off,36000000.0,14000000.0,14000000.0,21000000.0,,2388.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,-2198000000.0,809000000.0,-15720000000.0,-16000000.0,,2388.HK,,,,,,,,,,,,,,
Operating Expense,19633000000.0,22037000000.0,16950000000.0,33000000000.0,,2388.HK,,,,,,,,,,,,,,
Other Operating Expenses,2794000000.0,2689000000.0,3585000000.0,2560000000.0,,2388.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,2867000000.0,2919000000.0,3001000000.0,3039000000.0,,2388.HK,,,,,,,,,,,,,,
Depreciation Income Statement,2867000000.0,2919000000.0,3001000000.0,3039000000.0,,2388.HK,,,,,,,,,,,,,,
Selling General And Administration,45000000.0,32000000.0,39000000.0,34000000.0,,2388.HK,,,,,,,,,,,,,,
General And Administrative Expense,45000000.0,32000000.0,39000000.0,34000000.0,,2388.HK,,,,,,,,,,,,,,
Insurance And Claims,932000000.0,4278000000.0,-894000000.0,16593000000.0,,2388.HK,,,,,,,,,,,,,,
Rent And Landing Fees,1525000000.0,1394000000.0,1273000000.0,1232000000.0,,2388.HK,,,,,,,,,,,,,,
Total Revenue,71843000000.0,69660000000.0,53003000000.0,65283000000.0,,2388.HK,,,,,,,,,,,,,,
Operating Revenue,71843000000.0,69660000000.0,53003000000.0,65283000000.0,,2388.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-82922751.772803,-13232000000.0,-5318500000.0,-5685000000.0,,2628.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.054447,0.25,0.25,0.25,,2628.HK,,,,,,,,,,,,,,
Total Unusual Items,-1523000000.0,-52928000000.0,-21274000000.0,-22740000000.0,,2628.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-1523000000.0,-52928000000.0,-21274000000.0,-22740000000.0,,2628.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,106935000000.0,51184000000.0,32082000000.0,50766000000.0,,2628.HK,,,,,,,,,,,,,,
Reconciled Depreciation,5029000000.0,5016000000.0,4928000000.0,4939000000.0,,2628.HK,,,,,,,,,,,,,,
EBIT,,,28910000000.0,55938000000.0,58187000000.0,2628.HK,,,,,,,,,,,,,,
Net Interest Income,,,-4863000000.0,-5598000000.0,-3747000000.0,2628.HK,,,,,,,,,,,,,,
Interest Expense,,,4863000000.0,5598000000.0,3747000000.0,2628.HK,,,,,,,,,,,,,,
Interest Income,-92523000000.0,-126810000000.0,,,,2628.HK,,,,,,,,,,,,,,
Normalized Income,108375077248.2272,90880000000.0,48037500000.0,67821000000.0,,2628.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,106935000000.0,51184000000.0,32082000000.0,50766000000.0,,2628.HK,,,,,,,,,,,,,,
Total Expenses,187708000000.0,47872000000.0,798258000000.0,797771000000.0,,2628.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,,319000000.0,323000000.0,330000000.0,252000000.0,2628.HK,,,,,,,,,,,,,,
Diluted Average Shares,28289682540.0,28278453039.0,28142105263.0,28203333333.0,,2628.HK,,,,,,,,,,,,,,
Basic Average Shares,28289682540.0,28278453039.0,28142105263.0,28203333333.0,,2628.HK,,,,,,,,,,,,,,
Diluted EPS,3.78,1.81,1.14,1.8,,2628.HK,,,,,,,,,,,,,,
Basic EPS,3.78,1.81,1.14,1.8,,2628.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,32082000000.0,50766000000.0,50221000000.0,2628.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,106935000000.0,51184000000.0,32082000000.0,50766000000.0,,2628.HK,,,,,,,,,,,,,,
Net Income,106935000000.0,51184000000.0,32082000000.0,50766000000.0,,2628.HK,,,,,,,,,,,,,,
Minority Interests,-2005000000.0,-1523000000.0,-1432000000.0,-1491000000.0,,2628.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,108940000000.0,52707000000.0,33514000000.0,52257000000.0,,2628.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,108940000000.0,52707000000.0,33514000000.0,52257000000.0,,2628.HK,,,,,,,,,,,,,,
Tax Provision,6273000000.0,-719000000.0,-9467000000.0,-1917000000.0,,2628.HK,,,,,,,,,,,,,,
Pretax Income,115213000000.0,51988000000.0,24047000000.0,50340000000.0,,2628.HK,,,,,,,,,,,,,,
Other Income Expense,10822000000.0,10055000000.0,9084000000.0,10465000000.0,,2628.HK,,,,,,,,,,,,,,
Special Income Charges,-1523000000.0,-52928000000.0,-21274000000.0,-22740000000.0,,2628.HK,,,,,,,,,,,,,,
Other Special Charges,-88000000.0,-73000000.0,-122000000.0,-69000000.0,,2628.HK,,,,,,,,,,,,,,
Write Off,1611000000.0,53001000000.0,21396000000.0,22809000000.0,,2628.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,,-4863000000.0,-5598000000.0,-3747000000.0,2628.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,,4863000000.0,5598000000.0,3747000000.0,2628.HK,,,,,,,,,,,,,,
Other Operating Expenses,8920000000.0,-20207000000.0,31984000000.0,32289000000.0,,2628.HK,,,,,,,,,,,,,,
Selling General And Administration,-19000000000.0,25652000000.0,24209000000.0,17024000000.0,,2628.HK,,,,,,,,,,,,,,
General And Administrative Expense,-19000000000.0,25652000000.0,24209000000.0,17024000000.0,,2628.HK,,,,,,,,,,,,,,
Other Gand A,,,39874000000.0,40867000000.0,37732000000.0,2628.HK,,,,,,,,,,,,,,
Rent And Landing Fees,,319000000.0,323000000.0,330000000.0,252000000.0,2628.HK,,,,,,,,,,,,,,
Total Revenue,302921000000.0,99860000000.0,822305000000.0,848111000000.0,,2628.HK,,,,,,,,,,,,,,
Operating Revenue,302921000000.0,99860000000.0,822305000000.0,848111000000.0,,2628.HK,,,,,,,,,,,,,,
Loss Adjustment Expense,,,646632000000.0,630635000000.0,591876000000.0,2628.HK,,,,,,,,,,,,,,
Net Policyholder Benefits And Claims,180166000000.0,150641000000.0,170060000000.0,171437000000.0,,2628.HK,,,,,,,,,,,,,,
Policyholder Benefits Gross,,,646632000000.0,630635000000.0,591876000000.0,2628.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-137240400.0,-30941874.554122,-127442933.021628,-72511368.46794,,3968.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.1628,0.161999,0.156372,0.184507,,3968.HK,,,,,,,,,,,,,,
Total Unusual Items,-843000000.0,-191000000.0,-815000000.0,-393000000.0,,3968.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-843000000.0,-191000000.0,-815000000.0,-393000000.0,,3968.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,148391000000.0,146602000000.0,138012000000.0,119922000000.0,,3968.HK,,,,,,,,,,,,,,
Reconciled Depreciation,15590000000.0,15439000000.0,14606000000.0,13531000000.0,,3968.HK,,,,,,,,,,,,,,
Net Interest Income,211277000000.0,214669000000.0,218235000000.0,203919000000.0,,3968.HK,,,,,,,,,,,,,,
Interest Expense,162994000000.0,160941000000.0,135145000000.0,123137000000.0,,3968.HK,,,,,,,,,,,,,,
Interest Income,374271000000.0,375610000000.0,353380000000.0,327056000000.0,,3968.HK,,,,,,,,,,,,,,
Normalized Income,149096759600.0,146762058125.4459,138699557066.97836,120242488631.53206,,3968.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,148391000000.0,146602000000.0,138012000000.0,119922000000.0,,3968.HK,,,,,,,,,,,,,,
Diluted Average Shares,26217491166.0,26039431616.0,26238022814.0,26013449024.0,,3968.HK,,,,,,,,,,,,,,
Basic Average Shares,26217491166.0,26039431616.0,26238022814.0,26013449024.0,,3968.HK,,,,,,,,,,,,,,
Diluted EPS,5.66,5.63,5.26,4.61,,3968.HK,,,,,,,,,,,,,,
Basic EPS,5.66,5.63,5.26,4.61,,3968.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,148391000000.0,146602000000.0,138012000000.0,119922000000.0,,3968.HK,,,,,,,,,,,,,,
Net Income,148391000000.0,146602000000.0,138012000000.0,119922000000.0,,3968.HK,,,,,,,,,,,,,,
Minority Interests,-1168000000.0,-1404000000.0,-1282000000.0,-912000000.0,,3968.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,149559000000.0,148006000000.0,139294000000.0,120834000000.0,,3968.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,149559000000.0,148006000000.0,139294000000.0,120834000000.0,,3968.HK,,,,,,,,,,,,,,
Tax Provision,29093000000.0,28612000000.0,25819000000.0,27339000000.0,,3968.HK,,,,,,,,,,,,,,
Pretax Income,178652000000.0,176618000000.0,165113000000.0,148173000000.0,,3968.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-367000000.0,-45000000.0,-43000000.0,154000000.0,,3968.HK,,,,,,,,,,,,,,
Special Income Charges,-843000000.0,-191000000.0,-815000000.0,-393000000.0,,3968.HK,,,,,,,,,,,,,,
Write Off,843000000.0,191000000.0,815000000.0,393000000.0,,3968.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,33333000000.0,21546000000.0,15338000000.0,17914000000.0,,3968.HK,,,,,,,,,,,,,,
Operating Expense,117650000000.0,120991000000.0,122061000000.0,116879000000.0,,3968.HK,,,,,,,,,,,,,,
Other Operating Expenses,10034000000.0,9205000000.0,8686000000.0,7152000000.0,,3968.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,4787000000.0,5355000000.0,5477000000.0,5412000000.0,,3968.HK,,,,,,,,,,,,,,
Amortization,862000000.0,1112000000.0,1242000000.0,1335000000.0,,3968.HK,,,,,,,,,,,,,,
Depreciation Income Statement,3925000000.0,4243000000.0,4235000000.0,4077000000.0,,3968.HK,,,,,,,,,,,,,,
Selling General And Administration,34558000000.0,50738000000.0,107669000000.0,104065000000.0,,3968.HK,,,,,,,,,,,,,,
General And Administrative Expense,34558000000.0,50738000000.0,107669000000.0,104065000000.0,,3968.HK,,,,,,,,,,,,,,
Rent And Landing Fees,183000000.0,216000000.0,229000000.0,250000000.0,,3968.HK,,,,,,,,,,,,,,
Total Revenue,334856000000.0,336647000000.0,342258000000.0,327223000000.0,,3968.HK,,,,,,,,,,,,,,
Operating Revenue,334856000000.0,336647000000.0,342258000000.0,327223000000.0,,3968.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-37086681.313018,-11326202.267868,-986813810.415278,-203273881.136577,,3988.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.143192,0.166562,0.165406,0.178154,,3988.HK,,,,,,,,,,,,,,
Total Unusual Items,-259000000.0,-68000000.0,-5966000000.0,-1141000000.0,,3988.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-259000000.0,-68000000.0,-5966000000.0,-1141000000.0,,3988.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,237841000000.0,231904000000.0,226522000000.0,216559000000.0,,3988.HK,,,,,,,,,,,,,,
Reconciled Depreciation,29221000000.0,30416000000.0,28868000000.0,28792000000.0,,3988.HK,,,,,,,,,,,,,,
Net Interest Income,448934000000.0,466545000000.0,459266000000.0,425142000000.0,,3988.HK,,,,,,,,,,,,,,
Interest Expense,622605000000.0,582306000000.0,421582000000.0,364346000000.0,,3988.HK,,,,,,,,,,,,,,
Interest Income,1071539000000.0,1048851000000.0,880848000000.0,789488000000.0,,3988.HK,,,,,,,,,,,,,,
Normalized Income,238062913318.68698,231960673797.73215,231501186189.58472,217496726118.86343,,3988.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,237841000000.0,231904000000.0,226522000000.0,216559000000.0,,3988.HK,,,,,,,,,,,,,,
Diluted Average Shares,317121333333.0,313383783784.0,314613888889.0,309370000000.0,,3988.HK,,,,,,,,,,,,,,
Basic Average Shares,317121333333.0,313383783784.0,314613888889.0,309370000000.0,,3988.HK,,,,,,,,,,,,,,
Diluted EPS,0.75,0.74,0.72,0.7,,3988.HK,,,,,,,,,,,,,,
Basic EPS,0.75,0.74,0.72,0.7,,3988.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,237841000000.0,231904000000.0,226522000000.0,216559000000.0,,3988.HK,,,,,,,,,,,,,,
Net Income,237841000000.0,231904000000.0,226522000000.0,216559000000.0,,3988.HK,,,,,,,,,,,,,,
Minority Interests,-14878000000.0,-14467000000.0,-10203000000.0,-10780000000.0,,3988.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,252719000000.0,246371000000.0,236725000000.0,227339000000.0,,3988.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,252719000000.0,246371000000.0,236725000000.0,227339000000.0,,3988.HK,,,,,,,,,,,,,,
Tax Provision,42235000000.0,49237000000.0,46916000000.0,49281000000.0,,3988.HK,,,,,,,,,,,,,,
Pretax Income,294954000000.0,295608000000.0,283641000000.0,276620000000.0,,3988.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,2491000000.0,1535000000.0,-137000000.0,489000000.0,,3988.HK,,,,,,,,,,,,,,
Special Income Charges,-259000000.0,-68000000.0,-5966000000.0,-1141000000.0,,3988.HK,,,,,,,,,,,,,,
Write Off,259000000.0,68000000.0,5966000000.0,1141000000.0,,3988.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,39216000000.0,23499000000.0,6979000000.0,35074000000.0,,3988.HK,,,,,,,,,,,,,,
Operating Expense,234905000000.0,222254000000.0,197630000000.0,225208000000.0,,3988.HK,,,,,,,,,,,,,,
Other Operating Expenses,53643000000.0,44751000000.0,25319000000.0,54606000000.0,,3988.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,24853000000.0,23908000000.0,23882000000.0,22871000000.0,3988.HK,,,,,,,,,,,,,,
Depreciation Income Statement,,24853000000.0,23908000000.0,23882000000.0,22871000000.0,3988.HK,,,,,,,,,,,,,,
Selling General And Administration,181262000000.0,44778000000.0,45647000000.0,47403000000.0,,3988.HK,,,,,,,,,,,,,,
General And Administrative Expense,181262000000.0,44778000000.0,45647000000.0,47403000000.0,,3988.HK,,,,,,,,,,,,,,
Total Revenue,629415000000.0,621924000000.0,584722000000.0,604081000000.0,,3988.HK,,,,,,,,,,,,,,
Operating Revenue,629415000000.0,621924000000.0,584722000000.0,604081000000.0,,3988.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-52647532.016217,-1676869209.809264,-307898742.138365,-247879622.344611,,0002.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.181543,0.279339,0.06478,0.171781,,0002.HK,,,,,,,,,,,,,,
Normalized EBITDA,27052000000.0,21201000000.0,16936000000.0,23573000000.0,,0002.HK,,,,,,,,,,,,,,
Total Unusual Items,-290000000.0,-135000000.0,-4753000000.0,-1443000000.0,,0002.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-290000000.0,-6003000000.0,-4753000000.0,-1443000000.0,,0002.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,11878000000.0,6794000000.0,1063000000.0,8629000000.0,,0002.HK,,,,,,,,,,,,,,
Reconciled Depreciation,9276000000.0,8594000000.0,8904000000.0,9308000000.0,,0002.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,61635000000.0,58642000000.0,81806000000.0,57333000000.0,,0002.HK,,,,,,,,,,,,,,
EBITDA,26762000000.0,21066000000.0,12183000000.0,22130000000.0,,0002.HK,,,,,,,,,,,,,,
EBIT,17486000000.0,12472000000.0,3279000000.0,12822000000.0,,0002.HK,,,,,,,,,,,,,,
Net Interest Income,-2006000000.0,-1817000000.0,-1697000000.0,-1478000000.0,,0002.HK,,,,,,,,,,,,,,
Interest Expense,1947000000.0,1829000000.0,1689000000.0,1383000000.0,,0002.HK,,,,,,,,,,,,,,
Interest Income,235000000.0,270000000.0,243000000.0,108000000.0,,0002.HK,,,,,,,,,,,,,,
Normalized Income,12115352467.983784,16988130790.190737,5508101257.861635,9824120377.65539,,0002.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,11878000000.0,6794000000.0,1063000000.0,8629000000.0,,0002.HK,,,,,,,,,,,,,,
